date,dataset_id,split,gold_price
1970-08-25,long_univariate,train,37.38
1970-08-26,long_univariate,train,37.38
1970-08-27,long_univariate,train,37.38
1970-08-28,long_univariate,train,37.38
1970-08-31,long_univariate,train,37.38
1970-09-01,long_univariate,train,34.9
1970-09-02,long_univariate,train,35.01
1970-09-03,long_univariate,train,34.95
1970-09-04,long_univariate,train,35.39
1970-09-07,long_univariate,train,35.3
1970-09-08,long_univariate,train,35.3
1970-09-09,long_univariate,train,36.25
1970-09-10,long_univariate,train,36.92
1970-09-11,long_univariate,train,37.33
1970-09-14,long_univariate,train,37.1
1970-09-15,long_univariate,train,37.1
1970-09-16,long_univariate,train,37.1
1970-09-17,long_univariate,train,37.1
1970-09-18,long_univariate,train,37.1
1970-09-21,long_univariate,train,37.1
1970-09-22,long_univariate,train,37.1
1970-09-23,long_univariate,train,37.1
1970-09-24,long_univariate,train,37.1
1970-09-25,long_univariate,train,37.1
1970-09-28,long_univariate,train,37.1
1970-09-29,long_univariate,train,37.1
1970-09-30,long_univariate,train,37.1
1970-10-01,long_univariate,train,37.1
1970-10-02,long_univariate,train,35.02
1970-10-05,long_univariate,train,35.38
1970-10-06,long_univariate,train,35.55
1970-10-07,long_univariate,train,35.35
1970-10-08,long_univariate,train,35.28
1970-10-09,long_univariate,train,36.17
1970-10-12,long_univariate,train,37.15
1970-10-13,long_univariate,train,37.15
1970-10-14,long_univariate,train,37.15
1970-10-15,long_univariate,train,37.15
1970-10-16,long_univariate,train,37.15
1970-10-19,long_univariate,train,37.15
1970-10-20,long_univariate,train,37.15
1970-10-21,long_univariate,train,37.15
1970-10-22,long_univariate,train,37.15
1970-10-23,long_univariate,train,37.15
