Date, GLD Close, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
19-Dec-11,154.85,97.23979,155.3891904,154.87,$154.87 ,0.00%,15722800,41152483.53,1279.98,65745166442
20-Dec-11,156.98,97.23897,156.8950708,157.088,$157.01 ,-0.05%,9183890,41152483.53,1279.98,66382304439
21-Dec-11,157.16,97.23782,156.3584088,156.747,$157.19 ,0.28%,11949108,40763532.25,1267.88,65529809105
22-Dec-11,156.04,97.23673,156.2108048,156.054,$156.02 ,-0.02%,9884963,40335690.64,1254.57,64780620753
23-Dec-11,156.31,97.23568,156.3063613,156.073,$156.33 ,0.16%,3589039,40335690.64,1254.57,64820248017
26-Dec-11, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-Dec-11,154.91,97.23143,156.2995283,154.914,$154.92 ,0.00%,5025635,40335690.64,1254.57,64817414392
28-Dec-11,151.05,97.2296,152.7476957,151.522,$151.03 ,-0.32%,16386700,40335690.64,1254.57,63344469387
29-Dec-11,150.34,97.22762,148.8554789,150.328,$150.30 ,-0.02%,19779924,40335690.64,1254.57,61730367105
30-Dec-11,151.99,97.22758,153.0848223,151.931,$151.98 ,0.03%,10765412,40335690.64,1254.57,63484275823
2-Jan-12, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
3-Jan-12,155.92,97.22392,155.3638268,156.049,$155.89 ,-0.10%,13526766,40335690.64,1254.57,64429378970
4-Jan-12,156.71,97.22324,156.8210841,156.845,$156.73 ,-0.07%,11514693,40335690.64,1254.57,65033703571
5-Jan-12,157.78,97.22181,155.4576786,157.607,$157.74 ,0.08%,11196624,40335690.64,1254.57,64468299323
6-Jan-12,157.2,97.22122,157.1580941,157.25,$157.19 ,-0.04%,9525020,40335690.64,1254.57,65173461623
9-Jan-12,156.5,97.21799,157.0070459,156.378,$156.50 ,0.08%,8576350,40335690.64,1254.57,65110821937
10-Jan-12,158.64,97.21755,159.145131,158.75,$158.64 ,-0.07%,8326133,40335690.64,1254.57,65997485839
11-Jan-12,159.65,97.21642,158.9002325,159.325,$159.66 ,0.21%,7866018,40322451.77,1254.16,65895926431
12-Jan-12,160.38,97.21562,161.4751376,160.153,$160.36 ,0.13%,7866018,40322451.77,1254.16,66963739550
13-Jan-12,159.26,97.21428,158.9939629,158.945,$159.27 ,0.20%,8467313,40322451.77,1254.16,65934796423
16-Jan-12, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
17-Jan-12,160.5,97.2103,160.9802577,160.596,$160.50 ,-0.06%,8261953,40371056.92,1255.67,66839003007
18-Jan-12,161.6,97.20912,160.1034128,161.144,$161.60 ,0.28%,9250196,40371056.92,1255.67,66474936985
19-Jan-12,161.22,97.20817,160.8795169,160.443,$161.21 ,0.48%,7524536,40371056.92,1255.67,66797175408
20-Jan-12,162.07,97.20708,160.6832951,161.794,$162.03 ,0.15%,11632285,40371055.31,1255.67,66715704124
23-Jan-12,163.16,97.20426,162.8657408,162.869,$163.16 ,0.18%,12912900,40205808.06,1250.53,67344983811
24-Jan-12,162.01,97.20303,161.8916424,161.896,$162.01 ,0.07%,7104748,40205808.06,1250.53,66942194114
25-Jan-12,166.42,97.20168,160.3827794,165.884,$166.41 ,0.32%,28860990,40497413.1,1259.6,66799427607
26-Jan-12,167.27,97.202,167.8678614,167.532,$167.22 ,-0.19%,18082231,40546014.1,1261.11,70000898215
27-Jan-12,168.97,97.20092,167.7687952,168.689,$168.98 ,0.17%,11947888,40866777.14,1271.09,70513224607
30-Jan-12,168.03,97.1978,168.0549886,168.147,$168.07 ,-0.05%,8152273,40866777.14,1271.09,70633511714
31-Jan-12,169.31,97.19703,169.511622,169.003,$169.26 ,0.15%,10127082,40866777.14,1271.09,71245734721
1-Feb-12,169.56,97.19589,169.1208441,169.553,$169.58 ,0.02%,7792040,40866777.14,1271.09,71081490757
2-Feb-12,171.05,97.19505,170.1885404,170.742,$171.03 ,0.17%,11093033,41061167.24,1277.14,71870620611
3-Feb-12,167.66,97.19363,168.5337507,167.727,$167.65 ,-0.05%,23280165,41061167.24,1277.14,71171802925
6-Feb-12,167.18,97.19009,167.0697577,167.247,$167.17 ,-0.05%,8431652,41061167.24,1277.14,70553558672
7-Feb-12,169.7,97.18915,167.5540876,169.782,$169.69 ,-0.05%,11054126,41061167.24,1277.14,70758091187
8-Feb-12,168.5,97.18863,169.6913419,168.429,$168.51 ,0.05%,10213942,41061167.24,1277.14,71660653681
9-Feb-12,168.02,97.18761,169.8839497,168.011,$167.98 ,-0.02%,15069487,41100042.28,1278.34,71809945519
10-Feb-12,167.14,97.1856,166.3331572,166.835,$167.14 ,0.18%,9946343,41109760.84,1278.65,70325658878
13-Feb-12,167.51,97.18266,167.1541682,167.619,$167.52 ,-0.06%,6677098,41109760.84,1278.65,70672782292
14-Feb-12,167.12,97.18165,167.3468035,166.678,$167.10 ,0.25%,7538557,41097402.56,1278.26,70754228535
15-Feb-12,168.09,97.18072,168.4141953,167.688,$168.10 ,0.25%,11136164,41097402.56,1278.26,71205521752
16-Feb-12,168,97.1794,166.4683171,168.028,$168.00 ,-0.02%,9741112,41194581.96,1281.28,70549272794
17-Feb-12,167.37,97.17848,167.438516,167.525,$167.36 ,-0.10%,6734107,41194581.96,1281.28,70960443081
20-Feb-12, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
21-Feb-12,171.02,97.17462,169.8612313,170.634,$171.00 ,0.21%,13569778,41204299.42,1281.59,72004175951
22-Feb-12,172.94,97.17362,170.2481822,172.861,$172.93 ,0.04%,15151834,41204299.42,1281.59,72168204416
23-Feb-12,173.02,97.17297,172.6763669,172.876,$173.00 ,0.07%,11742195,41243168.61,1282.8,73266582468
24-Feb-12,172.25,97.17192,172.7230806,172.116,$172.23 ,0.07%,9273343,41301471.76,1284.61,73390036952
27-Feb-12,171.7,97.16863,172.182808,171.85,$171.67 ,-0.10%,6776635,41301471.76,1284.61,73160475135
28-Feb-12,173.49,97.16774,173.0557419,173.381,$173.47 ,0.05%,11910860,41301471.76,1284.61,73531384750
29-Feb-12,164.29,97.16646,171.9846315,166.354,$164.23 ,-1.28%,43946474,41592971.14,1293.68,73592223807
1-Mar-12,166.56,97.16422,166.5394686,167.103,$166.62 ,-0.29%,18057550,41592971.14,1293.68,71262238592
2-Mar-12,166.36,97.163,165.857238,166.359,$166.36 ,0.00%,9295326,41592971.14,1293.68,70970312154
5-Mar-12,165.65,97.15976,165.6573972,165.602,$165.71 ,0.07%,11497798,41592971.14,1293.68,70884800251
6-Mar-12,162.71,97.15778,162.1563332,162.216,$162.69 ,0.29%,14968792,41592971.14,1293.68,69386694957
7-Mar-12,163.63,97.15694,162.9807736,163.564,$163.68 ,0.07%,9178821,41592971.14,1293.68,69739473023
8-Mar-12,165.28,97.15622,164.194011,165.217,$165.25 ,0.02%,8448277,41592971.14,1293.68,70258617300
9-Mar-12,166.4,97.15509,163.9492128,166.272,$166.38 ,0.06%,12769560,41592971.14,1293.68,70153868155
12-Mar-12,165.01,97.1522,164.9158524,165.053,$165.07 ,0.01%,6512827,41592971.14,1293.68,70567493219
13-Mar-12,162.13,97.15091,164.1850388,162.15,$162.29 ,0.09%,17724882,41579862.59,1293.27,70254778115
14-Mar-12,159.57,97.14926,159.7376779,159.622,$159.63 ,0.01%,27883703,41579862.59,1293.27,68351752380
15-Mar-12,161.08,97.14825,160.1003229,161.135,$161.11 ,-0.02%,12019168,41579862.59,1293.27,68506928147
16-Mar-12,161.3,97.14734,161.0702817,161.148,$161.33 ,0.11%,11722056,41579862.59,1293.27,68921973519
19-Mar-12,161.59,97.14421,161.4050987,161.536,$161.59 ,0.03%,9468177,41579862.59,1293.27,69065241735
20-Mar-12,160.13,97.14307,160.9417731,160.114,$160.13 ,0.01%,11307302,41482719.52,1290.25,68706042954
21-Mar-12,160.21,97.14187,160.2112323,160.304,$160.23 ,-0.05%,6135791,41482719.52,1290.25,68394175072
22-Mar-12,159.54,97.14056,158.8733812,159.524,$159.56 ,0.02%,11087572,41239868.12,1282.69,67425862970
23-Mar-12,161.53,97.14004,161.6410214,161.515,$161.55 ,0.02%,10686271,41239868.12,1282.69,68600449472
26-Mar-12,164.4,97.13718,163.2147522,164.119,$164.41 ,0.18%,13357458,41434142.48,1288.74,69594770328
27-Mar-12,163.24,97.13636,164.354727,163.75,$163.23 ,-0.32%,9659178,41366147.03,1286.62,69965807278
28-Mar-12,161.51,97.13496,162.7981948,161.123,$161.52 ,0.25%,10168317,41366147.03,1286.62,69303191505
29-Mar-12,161.28,97.13349,160.998752,160.95,$161.32 ,0.23%,10708979,41366147.03,1286.62,68537168737
30-Mar-12,162.14,97.13254,161.4828475,161.97,$162.10 ,0.08%,7651758,41366147.03,1286.62,68743248172
2-Apr-12,162.94,97.12973,162.935118,163.104,$162.92 ,-0.11%,7104847,41366147.03,1286.62,69361479743
3-Apr-12,159.89,97.12863,162.8118736,159.333,$159.91 ,0.36%,16054305,41366147.03,1286.62,69309014576
4-Apr-12,157.17,97.12609,157.4413964,157.463,$157.19 ,-0.17%,15212471,41366147.03,1286.62,67022802455
5-Apr-12,158.31,97.12531,158.4113858,158.301,$158.34 ,0.02%,8092669,41366147.03,1286.62,67435726914
6-Apr-12, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
9-Apr-12,159.37,97.12107,158.4044608,159.862,$159.40 ,-0.29%,7750915,41366147.03,1286.62,67432778953
10-Apr-12,161.1,97.12041,159.6659526,161.301,$161.10 ,-0.12%,14598025,41351565.79,1286.17,67969796017
11-Apr-12,161.04,97.11949,161.0241221,160.938,$161.03 ,0.06%,9701007,41351565.79,1286.17,68547968772
12-Apr-12,162.72,97.11855,162.0422981,162.897,$162.69 ,-0.13%,8784408,41351565.79,1286.17,68981406309
13-Apr-12,160.85,97.11746,161.8462537,160.741,$160.86 ,0.07%,8786885,41351565.79,1286.17,68897950186
16-Apr-12,160.46,97.1141,160.5296012,160.367,$160.43 ,0.04%,6435124,41351565.79,1286.17,68337451224
17-Apr-12,160.27,97.11278,158.8279537,160.287,$160.26 ,-0.02%,7415923,41351565.79,1286.17,67613059874
18-Apr-12,159.31,97.11185,159.6518802,159.368,$159.30 ,-0.04%,7068883,41351565.79,1286.17,67963805402
19-Apr-12,159.43,97.11088,160.2329559,159.355,$159.42 ,0.04%,9912331,41351565.79,1286.17,68211169311
20-Apr-12,159.54,97.10968,159.4055423,159.506,$159.50 ,0.00%,8800518,41351565.79,1286.17,67858939366
23-Apr-12,159.07,97.10627,158.1861066,158.934,$159.10 ,0.10%,8597961,41215617.02,1281.94,67118365024
24-Apr-12,159.3,97.1056,160.1756833,159.377,$159.31 ,-0.04%,4604243,41215617.02,1281.94,67962542405
25-Apr-12,159.62,97.1043,159.0325747,159.455,$159.63 ,0.11%,8597961,41215617.02,1281.94,67477521438
26-Apr-12,161.03,97.10356,160.5607421,161.001,$161.00 ,0.00%,10226947,41215617.02,1281.94,68125922852
27-Apr-12,161.38,97.10271,161.5303558,161.56,$161.40 ,-0.10%,8351263,41293299.18,1284.36,68666554259
30-Apr-12,161.88,97.09925,160.3351342,161.801,$161.80 ,0.00%,7349170,41099100.68,1278.31,67837795261
1-May-12,161.32,97.09848,161.5718782,161.586,$161.32 ,-0.16%,6995920,40963162.81,1274.09,68134861052
2-May-12,160.6,97.09704,160.0159188,160.622,$160.59 ,-0.02%,5626297,40963162.81,1274.09,67478712967
3-May-12,158.97,97.09572,159.0185147,158.682,$159.00 ,0.20%,12756541,40963162.81,1274.09,67058107665
4-May-12,159.47,97.09481,159.5995994,159.677,$159.47 ,-0.13%,11368261,40963162.81,1274.09,67351030958
7-May-12,159.08,97.09163,159.5943667,158.949,$159.10 ,0.10%,4749769,40992291.26,1274.99,67348822752
8-May-12,156,97.08937,155.5857184,156.105,$156.01 ,-0.06%,16908525,40992291.26,1274.99,65657173165
9-May-12,154.47,97.08769,153.6412766,154.407,$154.50 ,0.06%,13234196,40992291.26,1274.99,64836618735
10-May-12,154.76,97.08714,155.1937906,154.937,$154.77 ,-0.11%,7456410,41060252.25,1277.11,65600415285
11-May-12,153.57,97.08558,153.6864712,153.595,$153.56 ,-0.02%,7595346,41060252.25,1277.11,64963271387
14-May-12,151.33,97.08154,151.3015763,151.542,$151.32 ,-0.15%,12571777,41060252.25,1277.11,63955176281
15-May-12,149.74,97.0804,151.1056487,150.751,$149.74 ,-0.67%,13411815,41060252.25,1277.11,63872357710
16-May-12,149.46,97.07905,150.3269014,149.575,$149.43 ,-0.10%,16229084,41043999.31,1276.6,63543181223
17-May-12,152.8,97.07806,150.8593004,152.817,$152.88 ,0.04%,16892643,41111953.95,1278.71,63873827805
18-May-12,154.55,97.07748,154.3046485,154.401,$154.55 ,0.10%,12245540,41247862.42,1282.94,65548614661
21-May-12,154.65,97.07434,154.5908846,154.392,$154.66 ,0.17%,11923700,41247862.42,1282.94,65670207785
22-May-12,152.08,97.07312,153.6182108,152.691,$152.13 ,-0.37%,11827200,40684838.33,1265.43,64366030329
23-May-12,151.62,97.07148,150.3637224,151.364,$151.62 ,0.17%,18841828,40772202.66,1268.15,63137727037
24-May-12,151.41,97.07077,152.2555043,150.972,$151.43 ,0.30%,9308240,40840152.2,1270.26,64038665122
25-May-12,152.68,97.06973,152.350939,152.664,$152.70 ,0.02%,6067043,40840152.2,1270.26,64078804952
28-May-12, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
29-May-12,151.02,97.06569,153.3152604,150.816,$151.04 ,0.15%,10663141,40840152.2,1270.26,64484398521
30-May-12,151.88,97.06376,149.4781869,152.108,$151.91 ,-0.13%,16395208,40840152.2,1270.26,62870525392
31-May-12,151.62,97.06311,151.2243295,151.629,$151.64 ,0.01%,9775992,40840152.2,1270.26,63604952988
1-Jun-12,157.5,97.06315,155.8834136,157.213,$157.47 ,0.16%,26505298,40956627.98,1273.88,65751623836
4-Jun-12,157.32,97.05996,155.8783027,157.014,$157.30 ,0.18%,11077028,40956627.98,1273.88,65749468068
5-Jun-12,157.14,97.0589,155.8765991,156.933,$157.13 ,0.13%,11533600,40956627.98,1273.88,65748749495
6-Jun-12,157.21,97.05857,158.6907543,157.074,$157.20 ,0.08%,15183791,40985745.55,1274.79,66983367388
7-Jun-12,154.5,97.05676,155.873162,154.178,$154.51 ,0.22%,18387469,40985745.55,1274.79,65794061699
8-Jun-12,154.73,97.0549,153.0070513,154.637,$154.79 ,0.10%,11031940,40985745.55,1274.79,64584276358
