Date, GLD Close, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
10-Jan-23,174.74,93.02948,174.7698354,174.709,$174.72 ,0.01%,4361740,29391401.41,914.17,55192314009
11-Jan-23,174.62,93.02833,174.1815876,174.596,$174.59 ,0.00%,3363545,29335584.41,912.43,54902036406
12-Jan-23,176.64,93.02753,175.1289798,176.603,$176.61 ,0.00%,6781760,29326087.24,912.14,55200654421
13-Jan-23,178.76,93.02667,177.41581,178.639,$178.72 ,0.05%,7104999,29326087.24,912.14,55921464043
16-Jan-23, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
17-Jan-23,177.59,93.02264,178.0267319,177.562,$177.59 ,0.02%,6549756,29233064.6,909.24,55935999180
18-Jan-23,177.08,93.02168,178.6667477,177.062,$177.06 ,0.00%,5329705,29288877.61,910.98,56244292163
19-Jan-23,179.89,93.02064,178.4694086,179.851,$179.89 ,0.02%,6643263,29335387.93,912.43,56271404518
20-Jan-23,179.29,93.01969,179.0535958,179.3,$179.27 ,-0.02%,5152701,29484219.44,917.05,56742084526
23-Jan-23,179.63,93.01651,178.1126724,179.596,$179.63 ,0.02%,4859510,29484219.44,917.05,56443905895
24-Jan-23,180.28,93.01557,178.6596476,180.213,$180.27 ,0.03%,4591532,29493520.99,917.34,56635108286
25-Jan-23,181.11,93.01467,179.5927264,181.072,$181.10 ,0.02%,6757497,29558631.26,919.37,57056609172
26-Jan-23,179.47,93.01367,179.7442716,179.502,$179.46 ,-0.02%,5850001,29558631.26,919.37,57104755101
27-Jan-23,179.22,93.01253,178.8677407,179.449,$179.20 ,-0.14%,5394805,29530727.5,918.5,56772620883
30-Jan-23,178.76,93.00949,178.9595505,178.96,$178.75 ,-0.12%,4148769,29484222.76,917.05,56712281551
31-Jan-23,179.41,93.00846,178.9389816,179.375,$179.37 ,0.00%,5973497,29484222.76,917.05,56705763266
1-Feb-23,181.67,93.00748,179.1230976,181.698,$181.71 ,0.01%,7672787,29530726.5,918.5,56853671185
2-Feb-23,177.9,93.00639,178.7257212,177.909,$177.88 ,-0.02%,8676967,29586530.33,920.24,56834779357
3-Feb-23,173.46,93.00455,174.4160854,173.495,$173.42 ,-0.04%,13603566,29586530.33,920.24,55464315168
6-Feb-23,173.82,93.00145,174.2149707,173.824,$173.77 ,-0.03%,8103100,29512129.17,917.92,55260988698
7-Feb-23,173.98,93.00038,173.9758133,173.918,$173.94 ,0.01%,6699138,29605129.55,920.82,55359103804
8-Feb-23,174.41,92.9994,174.1553316,174.397,$174.40 ,0.00%,4073755,29614429.49,921.1,55433642331
9-Feb-23,173.03,92.99852,174.7535213,173.066,$173.04 ,-0.01%,5355494,29604353.98,920.79,55624045816
10-Feb-23,173.36,92.99741,172.9472764,173.375,$173.37 ,0.00%,2969400,29604353.98,920.79,55049118065
13-Feb-23,172.48,92.99432,172.6021161,172.453,$172.44 ,-0.01%,3730805,29604353.98,920.79,54939253543
14-Feb-23,172.61,92.99336,173.3117257,172.563,$172.58 ,0.01%,5393021,29604353.98,920.79,55165122295
15-Feb-23,170.89,92.99209,170.287109,170.901,$170.87 ,-0.02%,5361246,29613653.19,921.08,54219415497
16-Feb-23,170.75,92.99105,170.0759778,170.839,$170.76 ,-0.05%,4335208,29613653.19,921.08,54152191322
17-Feb-23,171.26,92.99007,170.5391474,171.241,$171.29 ,0.03%,4803676,29576457.16,919.92,54231448861
20-Feb-23, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
21-Feb-23,170.62,92.98603,170.8013913,170.62,$170.62 ,0.00%,4029471,29576457.16,919.92,54314842417
22-Feb-23,169.66,92.985,170.6972121,169.679,$169.67 ,-0.01%,4098824,29548561.66,919.06,54230504275
23-Feb-23,169.57,92.98386,169.7931761,169.537,$169.55 ,0.01%,5071692,29492771.34,917.32,53841416155
24-Feb-23,168.35,92.98264,168.3869131,168.415,$168.36 ,-0.03%,6483767,29492771.34,917.32,53395490145
27-Feb-23,169.01,92.9797,169.0975293,168.986,$168.96 ,-0.02%,4433653,29502069.31,917.61,53637736600
28-Feb-23,169.78,92.97877,169.6490674,169.854,$169.81 ,-0.03%,6744475,29427686.3,915.3,53676964927
1-Mar-23,170.76,92.97802,171.1957721,170.908,$170.82 ,-0.05%,6556827,29344006.08,912.69,54012266092
2-Mar-23,170.66,92.97692,170.724212,170.713,$170.70 ,-0.01%,3949622,29344006.08,912.69,53863488870
3-Mar-23,172.49,92.97598,171.1827253,172.452,$172.49 ,0.02%,6247631,29325410.88,912.12,53973913278
6-Mar-23,171.62,92.97307,171.9118523,171.703,$171.67 ,-0.02%,3755863,29325410.88,912.12,54203807020
7-Mar-23,168.62,92.97162,169.8173121,168.678,$168.64 ,-0.02%,8690792,29148868.96,906.62,53237727329
8-Mar-23,168.54,92.97056,168.8624283,168.574,$168.58 ,0.00%,5181475,29148868.96,906.62,52938371270
9-Mar-23,170.2,92.96961,170.264543,170.19,$170.18 ,-0.01%,5468281,29037305.43,903.15,53173617068
10-Mar-23,173.87,92.96874,173.0380673,173.85,$173.85 ,0.00%,13793307,28981524.18,901.42,53935965571
13-Mar-23,177.86,92.966,177.6859225,177.889,$177.89 ,0.00%,20443324,29362684.78,913.27,56113214298
14-Mar-23,176.83,92.96496,177.3353097,176.908,$176.85 ,-0.03%,9920383,29362684.78,913.27,56002490797
15-Mar-23,178.21,92.96405,178.8070631,178.18,$178.20 ,0.01%,14346382,29409166.81,914.72,56556674052
16-Mar-23,178.57,92.96303,178.7446681,178.557,$178.55 ,0.00%,10667741,29409166.81,914.72,56536938503
17-Mar-23,183.77,92.96233,182.4013815,183.775,$183.73 ,-0.02%,24037419,29613683.93,921.08,58094840005
20-Mar-23,183.84,92.95934,183.0694723,183.825,$183.80 ,-0.01%,11690647,29725235.14,924.55,58527310286
21-Mar-23,180.37,92.95815,181.500795,180.399,$180.37 ,-0.02%,10723486,29678756.07,923.11,57935053774
22-Mar-23,183.44,92.9571,181.2059267,183.39,$183.39 ,0.00%,11894630,29678756.07,923.11,57840931812
23-Mar-23,185.74,92.95639,183.8630986,185.764,$185.72 ,-0.02%,11154091,29753121.18,925.42,58836191533
24-Mar-23,183.65,92.95555,185.3347767,183.748,$183.68 ,-0.04%,9152155,29706643.4,923.97,59214461168
27-Mar-23,181.95,92.95188,180.9076025,181.984,$181.91 ,-0.04%,6834732,29706643.4,923.97,57799978999
28-Mar-23,183.44,92.95109,182.4490468,183.444,$183.41 ,-0.02%,6167539,29827479.82,927.73,58529654212
29-Mar-23,182.53,92.9501,182.6469488,182.529,$182.49 ,-0.02%,4992818,29883249.88,929.47,58702729338
30-Mar-23,184.18,92.94909,182.7193291,184.179,$184.17 ,0.00%,6296472,29883249.88,929.47,58725992358
31-Mar-23,183.22,92.94828,184.0097119,183.15,$183.19 ,0.02%,7871406,29836775.74,928.02,59048716552
3-Apr-23,184.54,92.94528,184.338381,184.543,$184.51 ,-0.02%,9153722,29901837.44,930.04,59283223323
4-Apr-23,187.98,92.9447,186.7816646,187.925,$187.95 ,0.01%,13497593,29901837.44,930.04,60068983350
5-Apr-23,187.83,92.94403,188.755386,187.847,$187.84 ,0.00%,11401693,29929720.65,930.91,60760358757
6-Apr-23,186.49,92.94252,186.0616246,186.485,$186.47 ,-0.01%,6436658,29929720.65,930.91,59893236973
10-Apr-23,185.11,92.93844,186.0534687,185.078,$185.12 ,0.02%,6174747,30004071.4,933.22,60039454329
11-Apr-23,186.28,92.93744,186.1258115,186.254,$186.26 ,0.00%,6017870,29994510.11,932.93,60062799357
12-Apr-23,187.19,92.93645,186.6349834,187.179,$187.16 ,-0.01%,9714253,30031684.69,934.08,60301763124
13-Apr-23,189.72,92.93567,190.3740772,189.658,$189.66 ,0.00%,14049128,29920161.89,930.61,61281415457
14-Apr-23,186.36,92.93447,187.671863,186.348,$186.34 ,0.00%,13267619,29827227.42,927.72,60223900833
17-Apr-23,185.53,92.93122,185.4488916,185.458,$185.53 ,0.04%,7456403,29762175.57,925.7,59380735086
18-Apr-23,186.25,92.93023,185.8047079,186.26,$186.25 ,-0.01%,8011035,29715710.45,924.25,59401765107
19-Apr-23,185.36,92.92913,184.9800844,185.329,$185.35 ,0.01%,7269207,29790053.76,926.57,59286117037
20-Apr-23,186.09,92.92828,186.5209885,186.173,$186.16 ,-0.01%,5725561,29790053.76,926.57,59779976799
21-Apr-23,184.25,92.92691,183.4051975,184.24,$184.24 ,0.00%,10696866,29697126.85,923.68,58597960616
24-Apr-23,184.81,92.92391,183.8220801,184.801,$184.81 ,0.01%,8060894,29817927.93,927.43,58970123278
25-Apr-23,185.75,92.92301,184.6751838,185.751,$185.77 ,0.01%,8401377,29901558.64,930.04,59410006631
26-Apr-23,184.74,92.92219,186.123142,184.734,$184.73 ,0.00%,7922583,29901558.64,930.04,59875814766
27-Apr-23,184.75,92.92094,184.508462,184.718,$184.71 ,0.00%,8874431,29780761.42,926.28,59116511232
28-Apr-23,184.8,92.91988,184.2183022,184.855,$184.82 ,-0.02%,6582435,29780761.42,926.28,59023544031
1-May-23,183.97,92.91682,184.2122458,183.989,$183.94 ,-0.03%,7917166,29734303.01,924.83,58929497431
2-May-23,187.52,92.91601,185.4046053,187.512,$187.56 ,0.03%,14591924,29845802.22,928.3,59533418762
3-May-23,189.11,92.9153,187.1592832,189.097,$189.11 ,0.01%,10467494,29845802.22,928.3,60096845822
4-May-23,190.44,92.91477,189.9828392,190.443,$190.45 ,0.00%,14095612,29901551.08,930.03,61117479368
5-May-23,187.46,92.91302,185.9143024,187.489,$187.46 ,-0.02%,12445691,29957298.89,931.77,59920179649
8-May-23,187.69,92.90996,185.9081902,187.725,$187.71 ,-0.01%,6036200,30143118.81,937.55,60290026061
9-May-23,189.02,92.9095,188.6248594,189.029,$189.00 ,-0.02%,7092036,30059500.26,934.95,61001279531
10-May-23,188.75,92.90861,189.2687763,188.711,$188.71 ,0.00%,9367676,30189572.32,938.99,61474498546
11-May-23,187.13,92.90718,187.2962221,187.129,$187.14 ,0.01%,8196145,30152409.44,937.84,60758894742
12-May-23,186.81,92.90624,187.661312,186.839,$186.82 ,-0.01%,7053654,30142706.9,937.54,60877329603
15-May-23,187.21,92.90318,187.6551424,187.231,$187.19 ,-0.02%,5490702,30031223.08,934.07,60650142319
16-May-23,184.87,92.90207,186.4962656,184.883,$184.88 ,0.00%,9470913,30059093.7,934.93,60331541908
17-May-23,184.23,92.90078,183.4233032,184.227,$184.24 ,0.01%,7298121,30124124.25,936.96,59465835190
18-May-23,181.84,92.89964,182.1111598,181.842,$181.84 ,0.00%,8784043,30124124.25,936.96,59040438013
19-May-23,183.64,92.89863,182.2299566,183.596,$183.61 ,0.01%,8432300,30309921.51,942.74,59443411832
22-May-23,183.21,92.89567,183.0323451,183.221,$183.21 ,-0.01%,4768886,30347079.78,943.89,59778363912
23-May-23,183.43,92.89464,182.9281304,183.467,$183.46 ,0.00%,6304578,30263474.6,941.29,59579692072
24-May-23,181.95,92.89363,182.9679385,182.014,$181.98 ,-0.02%,6675823,30263474.6,941.29,59592657559
25-May-23,180.2,92.89234,180.9775045,180.225,$180.22 ,0.00%,6883013,30263474.6,941.29,58944373229
26-May-23,180.92,92.89132,180.9430002,180.897,$180.91 ,0.01%,5748416,30263474.6,941.29,58933135164
30-May-23,182.04,92.88732,181.357842,182.11,$182.07 ,-0.02%,4868903,30207742.21,939.56,58959434427
31-May-23,182.32,92.88649,182.4662161,182.344,$182.34 ,0.00%,8394699,30207742.21,939.56,59319766860
1-Jun-23,183.76,92.88563,183.3887435,183.728,$183.72 ,0.00%,7276747,30161299.39,938.11,59527986150
2-Jun-23,181.05,92.88443,182.3553513,181.007,$181.01 ,0.00%,8548463,30161299.39,938.11,59192547034
5-Jun-23,182.14,92.88131,182.0148537,182.168,$182.15 ,-0.01%,6400959,30207740.05,939.56,59173028941
6-Jun-23,182.34,92.88024,181.7898575,182.347,$182.31 ,-0.02%,4955125,30161299.93,938.11,59008987763
7-Jun-23,180.15,92.87942,182.7263305,180.217,$180.17 ,-0.03%,9021726,30049844.62,934.65,59093695287
8-Jun-23,182.53,92.87839,182.6360564,182.525,$182.52 ,0.00%,6356739,30049844.62,934.65,59064500646
9-Jun-23,182.04,92.87724,182.0672583,182.067,$182.05 ,-0.01%,4347373,29956967.38,931.76,58698484066
12-Jun-23,181.88,92.87402,181.3736822,181.889,$181.86 ,-0.02%,4828359,29946561.36,931.43,58474875145
13-Jun-23,180.54,92.87302,181.5110226,180.513,$180.51 ,0.00%,5075894,29946561.36,931.43,58519153674
14-Jun-23,180.64,92.87201,181.6390729,180.641,$180.62 ,-0.01%,6798576,29890838.15,929.7,58451453649
15-Jun-23,181.91,92.87096,181.3166278,181.92,$181.91 ,-0.01%,6725633,29890838.15,929.7,58347690823
16-Jun-23,181.63,92.87001,182.0019925,181.617,$181.61 ,0.00%,8777727,30030143.16,934.03,58841244178
20-Jun-23,179.75,92.86564,179.2724842,179.871,$179.79 ,-0.05%,7535159,30030143.16,934.03,57958794156
21-Jun-23,179.49,92.86458,178.8246702,179.552,$179.53 ,-0.01%,6653162,29974424.42,932.3,57706721077
22-Jun-23,177.71,92.86349,178.3025526,177.745,$177.72 ,-0.01%,7943934,29890847.28,929.7,57377761448
23-Jun-23,178.2,92.8626,179.2898281,178.24,$178.20 ,-0.02%,5345342,29807270.94,927.1,57534105845
26-Jun-23,178.51,92.85945,178.5594271,178.564,$178.55 ,-0.01%,3198932,29760841.21,925.66,57210440450
27-Jun-23,177.69,92.85837,178.1859283,177.689,$177.70 ,0.01%,4955609,29760841.21,925.66,57090771426
28-Jun-23,177.28,92.8572,177.2086778,177.329,$177.27 ,-0.03%,5828585,29797984.09,926.81,56848543838
29-Jun-23,177.09,92.85605,176.3893437,177.128,$177.12 ,0.00%,6791613,29723699.25,924.5,56444589972
30-Jun-23,178.27,92.85523,177.5624127,178.277,$178.29 ,0.01%,6289244,29640129.54,921.9,56660165904
3-Jul-23,178.47,92.85246,179.089188,178.402,$178.49 ,0.05%,4024303,29640129.54,921.9,57147359902
5-Jul-23,177.84,92.85035,178.7044328,177.887,$177.87 ,-0.01%,5345599,29510139.05,917.86,56774398293
6-Jul-23,177.31,92.84903,177.2302346,177.356,$177.35 ,0.00%,5065764,29510139.05,917.86,56306045530
7-Jul-23,178.64,92.84828,178.4822505,178.71,$178.69 ,-0.01%,5111479,29426575.6,915.26,56543176965
10-Jul-23,178.78,92.84524,178.5228256,178.806,$178.81 ,0.00%,3240496,29426575.6,915.26,56556031158
11-Jul-23,179.45,92.84446,179.556547,179.422,$179.43 ,0.00%,2786197,29416662.31,914.95,56883514088
12-Jul-23,181.88,92.84355,181.3513159,181.839,$181.86 ,0.01%,6987732,29407377.95,914.66,57433961754
13-Jul-23,182.01,92.84257,181.7903879,181.981,$181.98 ,0.00%,4511889,29407377.95,914.66,57573015855
14-Jul-23,181.43,92.84152,181.3844781,181.485,$181.44 ,-0.02%,5388475,29407377.95,914.66,57444464226
17-Jul-23,181.56,92.83843,180.997811,181.527,$181.52 ,0.00%,4072832,29351674.89,912.93,57213408051
18-Jul-23,183.64,92.83764,183.3543354,183.61,$183.62 ,0.01%,8227206,29323823.6,912.07,57903299126
19-Jul-23,183.67,92.83662,183.3848252,183.673,$183.69 ,0.01%,3874705,29379525.57,913.8,58022958685
20-Jul-23,182.74,92.83561,183.4524565,182.784,$182.77 ,-0.01%,4960798,29379525.57,913.8,58044357220
21-Jul-23,182.18,92.83444,182.0111993,182.2,$182.20 ,0.00%,3833242,29546627.57,919,57915963627
24-Jul-23,181.4,92.83138,181.9495028,181.43,$181.42 ,-0.01%,4348735,29546627.57,919,57896331779
25-Jul-23,182.41,92.83035,181.8267979,182.319,$182.36 ,0.02%,4018706,29546627.57,919,57857287104
26-Jul-23,183.3,92.82943,182.5304996,183.31,$183.32 ,0.01%,6134576,29490929.91,917.26,57971686655
27-Jul-23,180.42,92.82813,180.5831963,180.463,$180.46 ,0.00%,7590097,29444515.84,915.82,57262931537
28-Jul-23,181.86,92.82723,181.4076232,181.876,$181.85 ,-0.01%,3822867,29351688.61,912.93,57342949703
31-Jul-23,182.35,92.82444,182.9244761,182.395,$182.34 ,-0.03%,5419938,29351688.61,912.93,57822426893
1-Aug-23,180.46,92.82304,180.745029,180.494,$180.48 ,-0.01%,6203666,29231018.66,909.18,56898535138
2-Aug-23,179.6,92.82197,180.4644838,179.65,$179.63 ,-0.01%,6298714,29231018.66,909.18,56810219497
3-Aug-23,179.54,92.82081,179.6685974,179.562,$179.55 ,-0.01%,4618418,29128915.77,906,56362038988
4-Aug-23,180.19,92.81991,180.298042,180.205,$180.19 ,-0.01%,5298374,29128915.77,906,56559495778
7-Aug-23,179.78,92.81665,179.2939238,179.749,$179.76 ,0.01%,4474832,29054662.45,903.69,56101068757
8-Aug-23,178.64,92.81552,178.7998272,178.647,$178.64 ,0.00%,6081037,29054662.45,903.69,55946465927
9-Aug-23,177.79,92.81443,178.4589468,177.8,$177.78 ,-0.01%,4590374,29044532.03,903.38,55839804460
10-Aug-23,177.6,92.8134,178.2852692,177.589,$177.57 ,-0.01%,5930549,29044532.03,903.38,55785460721
11-Aug-23,177.6,92.81236,177.8099197,177.606,$177.60 ,0.00%,5234770,28923875.96,899.63,55405570989
14-Aug-23,177.06,92.80922,176.6855602,177.038,$177.05 ,0.01%,9197018,28803223.97,895.87,54825529351
15-Aug-23,176.59,92.80821,176.6929063,176.591,$176.59 ,0.00%,7548310,28756819.87,894.43,54739462359
16-Aug-23,175.57,92.80719,176.7234579,175.614,$175.60 ,-0.01%,6140269,28756819.87,894.43,54748927251
17-Aug-23,175.3,92.80611,175.9928622,175.315,$175.31 ,0.00%,7870816,28534085.2,887.5,54100205821
18-Aug-23,175.33,92.80507,175.7449527,175.327,$175.32 ,0.00%,6238799,28617609.77,890.1,54182168910
21-Aug-23,175.81,92.80197,175.3818067,175.349,$175.80 ,0.26%,4156244,28589769.18,889.23,54017596467
22-Aug-23,176.1,92.80099,175.6490712,176.099,$176.10 ,0.00%,4966502,28450567.69,884.9,53836440304
23-Aug-23,177.89,92.80026,177.8656164,177.889,$177.88 ,-0.01%,7939396,28450567.69,884.9,54515811432
24-Aug-23,177.85,92.79925,177.9007964,177.915,$177.84 ,-0.04%,5374120,28422727.92,884.04,54473224160
25-Aug-23,177.62,92.79821,177.7549721,177.63,$177.63 ,0.00%,6132818,28422727.92,884.04,54428572448
28-Aug-23,178.13,92.79516,177.7491281,178.148,$178.13 ,-0.01%,4697576,28506243.56,886.64,54586757251
29-Aug-23,179.87,92.79436,179.0931131,179.831,$179.85 ,0.01%,7479206,28589758.48,889.23,55160678845
30-Aug-23,180.32,92.79361,180.7201919,180.34,$180.33 ,-0.01%,6365780,28617596.57,890.1,55716035166
31-Aug-23,180.02,92.79251,180.2308915,180.022,$180.01 ,-0.01%,4453790,28617596.57,890.1,55565183844
1-Sep-23,180.11,92.79146,180.0664764,180.066,$180.08 ,0.01%,4969213,28645434,890.97,55568514605
5-Sep-23,178.64,92.78713,178.7172969,178.74,$178.67 ,-0.04%,6328017,28608319.15,889.81,55080670915
6-Sep-23,177.83,92.78604,178.3394058,177.866,$177.83 ,-0.02%,6312527,28506254.51,886.64,54768031520
7-Sep-23,178.02,92.78495,177.9940063,178.031,$178.03 ,0.00%,3209420,28506254.51,886.64,54661959336
8-Sep-23,178.08,92.78412,178.869233,178.071,$178.07 ,0.00%,3277332,28506254.51,886.64,54930742354
11-Sep-23,178.41,92.78101,178.5988098,178.395,$178.40 ,0.00%,3597125,28450111.04,884.89,54758395094
12-Sep-23,177.49,92.7799,177.075076,177.488,$177.48 ,0.00%,4297518,28450111.04,884.89,54291218294
13-Sep-23,177.08,92.77892,177.5602895,177.087,$177.09 ,0.00%,3798822,28357332.12,882,54262424471
14-Sep-23,177.17,92.77781,176.4402085,177.113,$177.16 ,0.03%,5616466,28283109.87,879.7,53778975547
15-Sep-23,178.34,92.77699,178.8462101,178.373,$178.36 ,-0.01%,5608488,28301665.27,880.27,54548094087
18-Sep-23,179.39,92.77391,178.4506067,179.383,$179.37 ,-0.01%,5007925,28301665.27,880.27,54427435053
19-Sep-23,179.22,92.773,179.5064723,179.247,$179.24 ,0.00%,4095551,28255278.77,878.83,54659720797
20-Sep-23,179.35,92.77206,180.288592,179.314,$179.32 ,0.00%,9323572,28236724.36,878.25,54861818559
21-Sep-23,178.05,92.77075,177.6559808,178.087,$178.09 ,0.00%,7451323,28255278.51,878.83,54096246168
22-Sep-23,178.62,92.76987,178.8000072,178.636,$178.63 ,0.00%,3600240,28208893.57,877.39,54355202194
25-Sep-23,177.7,92.76679,178.5621504,177.709,$177.68 ,-0.02%,5546102,28181063.54,876.52,54229325085
26-Sep-23,176.28,92.76553,176.9085063,176.315,$176.29 ,-0.01%,7122840,28060468.35,872.77,53497132302
27-Sep-23,174.1,92.76423,175.0739347,174.077,$174.11 ,0.02%,10713999,28088297.62,873.64,52994880035
28-Sep-23,173.23,92.76301,173.7961328,173.216,$173.21 ,0.00%,9913078,28088297.62,873.64,52608089410
29-Sep-23,171.45,92.76194,173.51121,171.466,$171.44 ,-0.02%,10408224,28088297.62,873.64,52521844514
2-Oct-23,169.65,92.75823,170.030478,169.673,$169.68 ,0.00%,12579443,28134676.73,875.08,51553240920
3-Oct-23,169.16,92.75702,169.0450303,169.193,$169.17 ,-0.01%,11431271,28079022.52,873.35,51153026164
4-Oct-23,169.14,92.75594,168.7184125,169.108,$169.13 ,0.01%,9900828,27949164.2,869.31,50817985826
5-Oct-23,168.83,92.75493,168.7629644,168.851,$168.85 ,0.00%,6947850,27893511.24,867.58,50730147093
6-Oct-23,169.7,92.75392,168.7750387,169.67,$169.70 ,0.02%,9871511,27837858.89,865.85,50632511626
9-Oct-23,172.82,92.75146,171.1728141,172.796,$172.84 ,0.03%,10098769,27708006.85,861.81,51112202280
10-Oct-23,172.53,92.7507,172.2380518,172.539,$172.52 ,-0.01%,5813060,27698372.08,861.51,51430282273
11-Oct-23,173.79,92.74976,173.5579963,173.79,$173.79 ,0.00%,7026973,27726197.01,862.37,51876485799
12-Oct-23,173.26,92.74877,173.8111912,173.324,$173.28 ,-0.03%,5902967,27726197.01,862.37,51952165051
13-Oct-23,178.83,92.74798,177.0744354,178.855,$178.84 ,-0.01%,18620820,27726197.01,862.37,52927548737
16-Oct-23,177.96,92.745,177.8895537,177.987,$177.96 ,-0.02%,8229885,27503609.01,855.45,52744252675
17-Oct-23,178.29,92.74407,178.8291225,178.37,$178.30 ,-0.04%,8229885,27438688.16,853.43,52897654434
18-Oct-23,180.87,92.7433,181.3780663,180.891,$180.88 ,-0.01%,13830322,27271750.22,848.24,53325151466
19-Oct-23,183.09,92.74226,181.1766499,183.12,$183.09 ,-0.02%,13264528,27271750.22,848.24,53265935056
20-Oct-23,183.59,92.74158,184.4166332,183.601,$183.60 ,0.00%,12733980,27754006.44,863.24,55177458273
23-Oct-23,182.97,92.73838,182.9728168,183.001,$182.97 ,-0.02%,9324494,27651994.22,860.07,54544196692
24-Oct-23,182.95,92.73726,182.1035131,182.942,$182.95 ,0.00%,6337205,27651994.22,860.07,54285057260
25-Oct-23,183.72,92.73648,183.9242527,183.7,$183.70 ,0.00%,10066385,27707636.11,861.8,54938174285
26-Oct-23,184.01,92.73536,183.1523368,184.018,$184.01 ,0.00%,7650784,27707636.11,861.8,54707603002
27-Oct-23,186.15,92.73445,183.8831371,186.127,$186.13 ,0.00%,13906505,27707636.11,861.8,54925893037
30-Oct-23,185.1,92.73162,185.2406763,185.103,$185.08 ,-0.01%,8449816,27633450.81,859.49,55183197460
31-Oct-23,184.09,92.73059,185.1737199,184.056,$184.06 ,0.00%,10068449,27633450.81,859.49,55163251161
1-Nov-23,183.51,92.72942,184.1930801,183.484,$183.48 ,0.00%,8761188,27698361.41,861.51,55000053722
2-Nov-23,184.12,92.72836,183.9359778,184.103,$184.12 ,0.01%,7233085,27698361.41,861.51,54923282968
3-Nov-23,184.79,92.72752,184.9404108,184.773,$184.79 ,0.01%,8410830,27753997.92,863.24,55334170891
6-Nov-23,183.35,92.72431,184.0206644,183.376,$183.36 ,-0.01%,8242830,27893084.38,867.57,55335013783
7-Nov-23,182.59,92.72285,181.8017014,182.546,$182.58 ,0.02%,8242830,27883910.74,867.28,54667771598
8-Nov-23,180.77,92.72184,181.6745303,180.78,$180.78 ,0.00%,6709183,27883910.74,867.28,54629531267
9-Nov-23,181.49,92.72082,181.4963597,181.492,$181.47 ,-0.01%,6470211,27883910.74,867.28,54575955372
10-Nov-23,179.51,92.71973,180.0292582,179.496,$179.52 ,0.01%,7552175,27911726.66,868.14,54188806718
13-Nov-23,180.51,92.71662,179.0497014,180.473,$180.51 ,0.02%,5342009,27985899.95,870.45,54037199889
14-Nov-23,182.12,92.71586,182.5621714,182.075,$182.09 ,0.01%,6799460,27985899.95,870.45,55097263334
15-Nov-23,181.64,92.71477,181.5540672,181.679,$181.66 ,-0.01%,4841429,27985899.95,870.45,54793017483
16-Nov-23,183.69,92.71393,183.5828468,183.676,$183.65 ,-0.01%,8232967,27985899.95,870.45,55405303163
17-Nov-23,183.67,92.71292,183.6689329,183.636,$183.66 ,0.01%,4555787,28403108.09,883.43,56257794140
20-Nov-23,183.37,92.70976,182.5177117,183.352,$183.37 ,0.01%,5353688,28403108.09,883.43,55905175091
21-Nov-23,185.35,92.70913,186.0301343,185.33,$185.34 ,0.01%,7191648,28403108.09,883.43,56981030138
22-Nov-23,184.56,92.70802,185.1889066,184.48,$184.54 ,0.03%,4292502,28366024.89,882.28,56649286513
23-Nov-23, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
24-Nov-23,185.52,92.70603,185.4908683,185.625,$185.51 ,-0.06%,4292502,28366024.89,882.28,56741656600
27-Nov-23,186.77,92.70316,186.6763507,186.704,$186.75 ,0.02%,6320400,28366024.89,882.28,57104295674
28-Nov-23,189.26,92.7023,187.7824187,189.205,$189.24 ,0.02%,9916439,28310403.51,880.55,57329972428
29-Nov-23,189.54,92.70158,189.7554893,189.565,$189.53 ,-0.02%,8069017,28245512.4,878.53,57799522026
30-Nov-23,188.75,92.7004,188.6870338,188.719,$188.75 ,0.02%,7274169,28180622.12,876.51,57341989574
1-Dec-23,192.01,92.69953,189.6076243,191.944,$191.98 ,0.02%,16054396,28254781.74,878.82,57773443106
4-Dec-23,187.86,92.69655,189.9398679,187.952,$187.84 ,-0.06%,18155139,28328938.98,881.12,58026629635
5-Dec-23,187.15,92.69512,187.5546635,187.173,$187.17 ,0.00%,6778734,28319669.47,880.83,57279194222
6-Dec-23,187.84,92.69416,187.8354364,187.854,$187.86 ,0.00%,5637465,28319669.47,880.83,57364942268
7-Dec-23,188.15,92.69315,187.8797479,188.116,$188.14 ,0.01%,5594688,28310661.77,880.55,57378475008
8-Dec-23,185.64,92.69207,186.1349486,185.644,$185.64 ,0.00%,7843576,28310661.77,880.55,56845613297
11-Dec-23,183.59,92.68892,184.1404469,183.624,$183.59 ,-0.02%,8492544,28245779.52,878.54,56107594158
